Name,1171_M_O_V-W4_CP04543,1166_M_O_V-W4_CP04543,1170_M_O_V-W4_CP04543,1167_M_O_V-W4_CP04543,1169_M_O_V-W4_CP04543,1172_M_O_V-W4_CP04543,1174_M_O_V-W4_CP04543,1168_M_O_V-W4_CP04543,1173_M_O_V-W4_CP04543,1165_MSV-W4_CP04543,1158_MSV-W4_CP04543,1157_MSV-W4_CP04543,1162_MSV-W4_CP04543,1164_MSV-W4_CP04543,1161_MSV-W4_CP04543,1156_MSV-W4_CP04543,1159_MSV-W4_CP04543,1163_MSV-W4_CP04543,1160_MSV-W4_B_CP04543,1176_M_ORX_E-W4_CP04543,1182_M_ORX_E-W4_CP04543,1177_M_ORX_E-W4_CP04543,1185_M_ORX_E-W4_CP04543,1178_M_ORX_E-W4_CP04543,1184_M_ORX_E-W4_CP04543,1179_M_ORX_E-W4_CP04543,1183_M_ORX_E-W4_CP04543,1180_M_ORX_E-W4_CP04543,1181_M_ORX_E-W4_CP04543
1.11.1.15:Peroxiredoxin,0.00124118,0,0,0.00259403,0.00138713,0.00292779,0.00199325,0.00266253,0.004652611,0.00339266,0.00281682,0.000826469,0.00176784,0.001195,0,0,0,0.00102832,0,0.00303261,0.005728091,0.00397082,0.003830061,0.00346907,0.00454199,0.003000621,0.00407784,0.00401269,0.00555916
1.16.3.1:Ferroxidase,0.00108641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013628,0.000563462,0.000306474,0.000963313,0.000832825,0.000875049,0.000192164,0.000647349,0
1.16.3.2:Bacterial non-heme ferritin,0.000798326,0.00102004,0.00243239,0.000678181,0.00106442,0.000925057,0.00273013,0.00128456,0,0.00201556,0.000700233,0.00252107,0.00355907,0.00208669,0.00108223,0.004173,0,0,0,0.000987146,0.000537852,0,0.000187596,0,0,0,0.000471147,0,0
1.17.1.8:4-hydroxy-tetrahydrodipicolinate reductase,0.00102301,0,0,0.000896754,0.00120307,0.00203345,0.00130402,0,0.000508989,0.00249351,0.00189722,0.000679691,0,0.0011415,0.0028323,0.000728689,0.002878451,0.00113113,0,0.00170492,0.00165667,0.00200289,0.00167098,0.00263736,0.00274705,0.00266665,0.00282268,0.00258931,0.00347741
1.17.4.1:Ribonucleoside-diphosphate reductase,0.00289314,0,0.00382254,0.00444641,0.00175246,0.00289482,0.00366343,0,0.005079501,0.0033235,0.00259084,0.00316027,0.00149007,0,0,0,0,0.00319197,0,0.00287157,0.00214971,0.004209049,0.003927851,0.00303346,0.00288834,0.003039051,0.00428377,0.00447887,0.00243898
1.17.4.2:Ribonucleoside-triphosphate reductase (thioredoxin),0.00253134,0.00230624,0,0,0.00171996,0.000337606,0.00153928,0.00168642,0,0.000745005,0,0.000703627,0.00115369,0.000637212,0.00117652,0.003840341,0,0,0,0.000484641,0,0.000977711,0.000752111,0.000441835,0.000828267,0.000448068,0.000888636,0.000865856,0
1.17.7.3:(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin),0.0017863,0.000922654,0,0.00151158,0.001585,0.00157128,0.00138377,0.00148253,0.000946347,0.00271212,0,0.00147762,0.00160071,0.000641343,0.00174048,0.000930693,0,0,0.003031779,0.000373278,0.00166044,0.00176255,0.0010617,0.000762551,0.0016326,0.00158154,0.00144484,0.0013965,0.00156539
1.17.7.4:4-hydroxy-3-methylbut-2-enyl diphosphate reductase,0.00150688,0.0007213,0.00450213,0.00259166,0.000339321,0.000420712,0.00118359,0,0.00136002,0,0,0.000829849,0.00305011,0.00160496,0,0.00105465,0.00126659,0,0,0.00198362,0.000999645,0.0021169,0.00233246,0.00196147,0.00226229,0.00105364,0.0024905,0.0013927,0.000865398
1.18.1.2:Ferredoxin--NADP(+) reductase,0.000507181,0,0.00092679,0,0.000405767,0.000898853,0,0,0,0,0,0,0,0,0,0,0.00212547,0,0,0.00108218,0,0.000348456,0.000493559,0.000851465,0,0.000878045,0.000705475,0.000988882,0
1.2.1.12:Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),0.0095329,0.011301199,0.00177338,0.00303854,0.003896,0.00286177,0.006911651,0.012463199,0.00062401,0.00576637,0.005612241,0.010200399,0.00552349,0.006267131,0.00360781,0.007439981,0.008936662,0.00241654,0.005310288,0.00216542,0.00280154,0.0033756,0.00231636,0.00267905,0.00161629,0.003460741,0.00291572,0.00265631,0.00164199
1.2.1.38:N-acetyl-gamma-glutamyl-phosphate reductase,0.00204832,0.00115671,0,0.00108988,0.000847258,0.00132736,0.00244095,0,0,0,0,0,0.00377908,0.00142112,0,0.00112828,0,0,0.003029859,0.000844782,0.00259202,0.00125443,0.00138207,0.00134126,0.000590893,0.00143446,0.00103836,0.00125761,0.00126174
1.2.1.41:Glutamate-5-semialdehyde dehydrogenase,0.000896729,0,0.00219434,0.00126958,0,0.00140346,0.00244352,0,0.00111325,0,0,0,0.00145965,0.00227913,0.00218328,0,0,0.00283353,0,0.00078513,0.000582773,0.00227147,0.00140297,0.00125237,0.00174094,0.00125148,0.00157978,0.00178719,0.0019
1.3.1.76:Precorrin-2 dehydrogenase,0.0012521,0.00107122,0,0.00127138,0.00100436,0.00177601,0.00105121,0,0.00204117,0.00194227,0,0,0,0,0.00168589,0.00103232,0.00171559,0,0,0.00133064,0.00148504,0.00143922,0.000693595,0.00159043,0.00291297,0.00262386,0.00140208,0.00189778,0.00214834
1.3.1.98:UDP-N-acetylmuramate dehydrogenase,0.000887961,0.000822526,0,0.00265654,0.00272136,0.00190258,0.00208148,0,0.004374741,0.00526869,0.00180423,0.000958428,0.00337993,0,0,0.00260943,0,0.000639632,0,0.00302679,0.004305561,0.00311407,0.00323973,0.004612069,0.004746799,0.004551321,0.00370794,0.00311469,0.00341982
1.3.5.1:Succinate dehydrogenase (quinone),0.000179935,0,0,0,0,0,0,0,0,0.00201951,0,0,0,0,0,0,0,0,0,0.000525887,0,0,0,0,0,0,0,0,0
1.3.98.3:Coproporphyrinogen dehydrogenase,0.000706645,0,0,0,0.00119451,0,0,0,0,0.00131435,0,0,0,0,0,0,0,0,0.002658979,0,0,0,0,0,0,0,0,0,0
1.4.1.13:Glutamate synthase (NADPH),0.000876945,0.000747534,0,0,0.00091464,0,0,0,0,0.000625922,0,0.00078261,0,0.00108489,0.00148794,0.00105226,0,0,0,0,0,0.000609478,0.000317946,0.000909652,0,0.000887023,0.000704835,0.000821028,0
1.4.1.16:Diaminopimelate dehydrogenase,0.000869825,0.001112,0.00150987,0.00252703,0.00148381,0.00195983,0.003677591,0,0.00255678,0.00188318,0,0.000886669,0.00219321,0.00240697,0,0.00222739,0,0,0,0.00154993,0.000546571,0.0015748,0.00160717,0.000953467,0.00129149,0.00072733,0.000531096,0.00153444,0.000928953
1.4.3.16:L-aspartate oxidase,0.00342653,0.007272979,0.00524712,0.004121,0,0.00403897,0.00187946,0.00630864,0.00267821,0.00426649,0.005032,0.006026769,0,0,0.00508961,0.00111721,0,0.00350943,0.008456487,0.00563683,0.00226797,0.00107637,0.00219284,0.000683507,0.000437185,0.00176499,0,0.000669949,0.000600009
1.4.4.2:Glycine dehydrogenase (aminomethyl-transferring),0.00273559,0.00174454,0.00221515,0.000669182,0.000743489,0.00097944,0.000991446,0,0,0,0,0.00151214,0.000765379,0,0,0,0,0,0,0.00129627,0,0.000175592,0.00243297,0,0,0,0.000170514,0,0
1.5.1.2:Pyrroline-5-carboxylate reductase,0.00205501,0.00350853,0.00471577,0.00232177,0.00144375,0.00273541,0.00065303,0,0.00199459,0.000667233,0.00262824,0.00198258,0,0,0,0.004415371,0.00136939,0.003662321,0,0.000900366,0.00230687,0.00210704,0.00158966,0.00164136,0.00224444,0.003066651,0.00191725,0.00259178,0.0018987
1.5.1.20:Methylenetetrahydrofolate reductase (NAD(P)H),0.00162746,0.00241411,0,0.000326355,0,0,0,0,0.0013966,0.00500295,0.00074594,0.00203705,0.00100841,0.00118302,0.00153022,0.000992863,0,0,0.003816129,0.000953488,0,0.0011021,0.000508949,0.000266995,0.00036045,0,0.000485695,0.000637706,0.000693193
1.5.1.3:Dihydrofolate reductase,0.00184721,0.000772059,0,0.00144792,0.00144034,0.00129253,0.00132122,0.00192606,0.00168008,0.00183031,0,0,0.00253302,0,0,0.000715958,0,0,0,0.00137597,0.000520955,0.00170214,0.00172085,0.00151831,0.0021498,0.00249023,0.00141525,0.00176875,0.000909954
1.5.1.36:Flavin reductase (NADH),0.00161222,0,0,0.000295876,0.000757388,0.00217516,0.00174514,0,0,0,0,0,0,0,0,0,0,0.00250557,0,0,0.000715476,0.000842441,0.00034183,0.00160514,0.000569479,0.00111171,0.000650804,0.00102574,0.000630214
1.5.1.39:FMN reductase (NAD(P)H),0.000468108,0,0,0,0,0,0,0,0,0.00054433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5.1.5:Methylenetetrahydrofolate dehydrogenase (NADP(+)),0.000985539,0,0.00261352,0.0016611,0.00136435,0.00226878,0.00205989,0,0.00212778,0.00261188,0,0.00187018,0.00285801,0.00158375,0,0,0.002545911,0.000695797,0.010840197,0.00259919,0.00172801,0.003056129,0.00173261,0.00205992,0.00368386,0.00320438,0.00234714,0.00235099,0.00347985
1.6.5.11:NADH dehydrogenase (quinone),0.012866899,0.00455906,0.00737754,0.008495389,0.00342683,0.008705059,0.004319721,0.00507533,0.008263442,0.00280632,0.011390001,0.00127137,0.00643397,0,0.00105944,0.00330264,0.003734901,0.0033335,0.004454278,0.0105888,0.006114921,0.00203638,0.003969491,0.00367125,0,0.00190009,0.00051155,0.000198003,0.000376242
1.6.99.3:NADH dehydrogenase,0.00255907,0.000860054,0,0.000828192,0,0.000613834,0.000665048,0,0,0,0.000940035,0,0,0,0,0,0,0.0022402,0,0.00140661,0.00124688,0.000312709,0.000754698,0,0.000341577,0.000891268,0.000692216,0.00049218,0
1.7.1.13:PreQ(1) synthase,0.00211081,0.000814011,0,0.000790453,0.000438049,0.000286005,0.00124421,0,0.000678185,0.000749692,0,0.00156368,0.000732895,0,0.00377721,0,0,0,0,0.00118022,0.000518352,0.000507432,0,0.000386291,0,0,0.000439024,0.000104884,0
1.7.1.7:GMP reductase,0.000743603,0,0.00158115,0.00109479,0.000867935,0.00306071,0.000783707,0,0.000528785,0,0.00515987,0.00160928,0,0,0,0,0.00183091,0.00365626,0,0.00264588,0.00180425,0.0020707,0.0013886,0.00236944,0.00243015,0.00134383,0.00187913,0.00255917,0.00119297
1.7.99.1:Hydroxylamine reductase,0.00131499,0.0021104,0.00295927,0.00116304,0.00109416,0.00105527,0.0016839,0.00302716,0.00186118,0.000819411,0.00216645,0.00074764,0,0.00170418,0.00170475,0.00188429,0.002717321,0.00118905,0,0.00202682,0.00240329,0.000272282,0.000503439,0.000472929,0,0.000566675,0,0.000164301,0.000817534
1.8.1.14:CoA-disulfide reductase,0.000808319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000332137,0,0,0,0,0,0,0
1.8.1.4:Dihydrolipoyl dehydrogenase,0.00151146,0.00109734,0,0.00137177,0,0.00150392,0.00061968,0,0.000968601,0,0.00347676,0.00406887,0,0,0,0,0.004315421,0.00317684,0,0.00191295,0.00223413,0.00119211,0.00157856,0.00132155,0.000773405,0.000868323,0.00146803,0.00103723,0
1.8.1.9:Thioredoxin-disulfide reductase,0.0025553,0.00198341,0.00387609,0.00243751,0.00205518,0.00371141,0.00269254,0,0.00239605,0.00269228,0.00313927,0.00357211,0.00123167,0,0.0011634,0.00218116,0.013070904,0.00572528,0.002238569,0.00210453,0.00245712,0.00346681,0.00161538,0.00299387,0.00260531,0.003831201,0.00285803,0.00410578,0.00305011
1.8.4.12:Peptide-methionine (R)-S-oxide reductase,0.0014927,0.000621587,0.00727769,0.00138866,0.00161431,0.00235277,0.00125232,0.00159333,0.00350344,0.00174983,0.004851521,0.00259807,0.00159403,0,0,0.000804712,0.001793041,0.00110439,0,0.000999189,0.00171647,0.00278876,0.00175224,0.00213294,0.00214707,0.00201583,0.00258364,0.0019744,0.00254932
1.97.1.4:[Formate-C-acetyltransferase]-activating enzyme,0.00063045,0.00100736,0.00308188,0.000210052,0.000915009,0.000888844,0.00163853,0.00151297,0,0.00072687,0.00125352,0.00505258,0.00112426,0.00113605,0.00300391,0.000883989,0.00128687,0.000521738,0.002172219,0.00052213,0,0.0008919,0,0.000346027,0,0.00137534,0.000610052,0.000442967,0.000825814
2.1.1.13:Methionine synthase,0.000674643,0.00086688,0,0.000383214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119287,0,0
2.1.1.148:Thymidylate synthase (FAD),0.00173235,0.00140356,0,0,0,0.000253939,0.00101263,0.00179355,0,0.0027711,0,0.00228998,0,0.00268197,0.00187734,0,0.005647662,0.00125117,0,0,0,0,0,0,0,0,0,0,0
2.1.1.163:Demethylmenaquinone methyltransferase,0.0011754,0.000513356,0,0.0005046,0,0.000916586,0,0,0.00126231,0,0.0008936,0,0,0,0,0,0,0,0,0.00089651,0,0.000251054,0.00106879,0.000558158,0,0.000446791,0.000239923,0,0.00102683
2.1.1.177:23S rRNA (pseudouridine(1915)-N(3))-methyltransferase,0.00165078,0.00163479,0.00185182,0.00303221,0.000425394,0.00133818,0.00252458,0.00281864,0.00116683,0.00222746,0.00106167,0.00345728,0.00282737,0,0.00115986,0,0,0.00222552,0.003532849,0.00144154,0,0.00188471,0.000891745,0.00178677,0.00131033,0.00113691,0.00253138,0.00206744,0.00255451
2.1.1.182:16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase,0.00110303,0.000618139,0.00166219,0.00346452,0.00325527,0.00283963,0.00126307,0.0015966,0.00425801,0,0.00294563,0.000980809,0,0,0,0.000963885,0.00136328,0.00195855,0,0.00171767,0.00383471,0.00199978,0.00232445,0.00299264,0.00312628,0.00224038,0.00277665,0.00228604,0.00214751
2.1.1.192:23S rRNA (adenine(2503)-C(2))-methyltransferase,0.00172949,0.000841457,0,0.0013518,0.000646958,0.00154931,0.00106372,0.00123096,0.00211168,0.000540516,0,0,0.00237983,0,0,0,0,0,0,0.00147702,0.000469265,0.00243867,0.00138768,0.00187465,0.00270881,0.0018949,0.00140011,0.00199544,0.00326765
2.1.1.198:16S rRNA (cytidine(1402)-2'-O)-methyltransferase,0.00294473,0.00241099,0,0.00180959,0.00189677,0.00292041,0.00154556,0.0041083,0.00133886,0.00211863,0.00448056,0.00242758,0.00168457,0,0.0015219,0.00213544,0.002844921,0.00316002,0,0.00206415,0.00318376,0.00228299,0.00320223,0.00177158,0.00250141,0.0023792,0.00260491,0.0028001,0.00275273
2.1.1.199:16S rRNA (cytosine(1402)-N(4))-methyltransferase,0.00231286,0.00236912,0.00275897,0.00210757,0.00248489,0.00287369,0.000429564,0,0.00125132,0.00253266,0,0.00204633,0.0012225,0.000760271,0.00140052,0.000909327,0,0.00214942,0,0.00344456,0.00268575,0.00311469,0.00236037,0.00282724,0.00167184,0.003779441,0.00304555,0.00300218,0.00313805
2.1.1.207:tRNA (cytidine(34)-2'-O)-methyltransferase,0.000977965,0.00322685,0,0.00198785,0.000936745,0.00202128,0.0022559,0.00135263,0.00181678,0.00127071,0,0.000655137,0.00184685,0.00176003,0,0.00175985,0.003840251,0.00135941,0,0.00115119,0.00338287,0.0026371,0.00274244,0.00271847,0.00361181,0.00164509,0.00278741,0.00269815,0.00306865
2.1.1.220:tRNA (adenine(58)-N(1))-methyltransferase,0.00094843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.1.1.228:tRNA (guanine(37)-N(1))-methyltransferase,0.000681195,0.00356761,0.00165796,0.0021511,0.00110206,0.00266994,0.00204516,0,0.0018233,0.00162736,0.00427686,0.00312842,0.00302073,0.009021202,0.00475711,0.0014255,0,0.004722781,0,0.00318285,0.00160495,0.00313747,0.00253298,0.00297601,0.00294612,0.004182651,0.00442144,0.00319733,0.00406974
2.1.1.297:Peptide chain release factor N(5)-glutamine methyltransferase,0.000822481,0.000845458,0.00333596,0.00142155,0.000659167,0.00170221,0.000803069,0,0.00261801,0.000993771,0.0012772,0.000633795,0,0,0,0,0,0,0.001846539,0.00147173,0.00222713,0.00205047,0.0012477,0.00224186,0.00258315,0.00118756,0.0022578,0.00194428,0.00120952
2.1.1.33:tRNA (guanine(46)-N(7))-methyltransferase,0.00227109,0.000657514,0,0.00144384,0.00305957,0.00184503,0.000655592,0,0.00128612,0.00354775,0.00206138,0,0.00231858,0.00133303,0,0,0.002288731,0,0,0.00214428,0.00120561,0.00179308,0.00251586,0.00184076,0.00185113,0.000540653,0.00152045,0.00218409,0.00159295
2.1.1.37:DNA (cytosine-5-)-methyltransferase,0.00198844,0.0015056,0,0.000510922,0.00266218,0,0.00270344,0.010510299,0.000581209,0.00443097,0.00333682,0.004410579,0.00279294,0.004671981,0.00638662,0.009106181,0.003240811,0,0.005662508,0.00119806,0,0.000318391,0.0010179,0.000503295,0,0.000933051,0.000491802,0.000532287,0
2.1.1.45:Thymidylate synthase,0.00167398,0.003003689,0,0.00235671,0.00369427,0.00196019,0.00243379,0,0.00266458,0.00132581,0.00151916,0.0021086,0.00132071,0,0.00113267,0,0.00212864,0.0010646,0.001948029,0.00106166,0.000843321,0.0030435,0.00191641,0.00196824,0.00348104,0.003167991,0.00274986,0.00327523,0.00403108
2.1.1.63:Methylated-DNA--[protein]-cysteine S-methyltransferase,0.00321091,0.00221319,0,0.00328728,0.000585228,0.0032927,0.00181002,0,0.00411702,0.00300667,0.00324577,0.00244361,0.00498549,0.000676506,0.00158242,0.00068386,0.005643901,0.004214911,0,0.0010494,0.000549981,0.00273675,0.000722772,0.003200379,0.00202846,0.00169591,0.00336806,0.00241089,0.00174296
2.1.1.72:Site-specific DNA-methyltransferase (adenine-specific),0.00197995,0.00135791,0.00291074,0.00136362,0.00181986,0.0022081,0.00104577,0.00153083,0.00102703,0.00161166,0,0.00142058,0,0.000849351,0,0.00305292,0,0,0.003758359,0.00218991,0.00206602,0.0033102,0.00150954,0.00216939,0.00230788,0.003256161,0.00264962,0.00247275,0.00260539
2.1.1.74:(NAD(P)H-oxidizing),0.000973615,0,0.00405294,0.00238618,0.00171843,0.00155843,0.00187108,0,0.00326539,0,0.00156521,0.000985754,0.00118527,0,0,0.000744997,0,0.00228478,0,0.00107475,0.00107225,0.00145153,0.00204048,0.00180235,0.0022011,0.00181218,0.00227785,0.00184403,0.00290603
2.1.1.77:Protein-L-isoaspartate(D-aspartate) O-methyltransferase,0.00122943,0,0,0,0,0,0,0,0,0,0,0,0,0.00114821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.1.2.1:Glycine hydroxymethyltransferase,0.00313503,0.004376149,0,0.00333537,0.0025249,0.00360903,0.004080871,0.0184849,0.004112061,0.00289187,0.004901621,0.00346869,0.00488798,0.006434921,0.00593443,0.00176159,0.002088311,0.00449403,0,0.00312682,0.003969021,0.00241031,0.00250954,0.00303351,0.00191108,0.003368051,0.00212482,0.00180918,0.00276599
2.1.2.10:Aminomethyltransferase,0.00096455,0.00187332,0,0.00027772,0,0,0.000650871,0.00112076,0,0.00115437,0,0,0.00131808,0,0,0,0,0,0,0.000312244,0,0.00011454,0,0.00016131,0,0,0,0,0
2.1.2.2:Phosphoribosylglycinamide formyltransferase,0.000439355,0,0.00266668,0.00123192,0.00141299,0.00119248,0.00110737,0,0.004481661,0.00456816,0.00173969,0.00407247,0,0.00111643,0.00130921,0.00172018,0.0017652,0.00125183,0.002020419,0.00138258,0.00110604,0.00118808,0.00163172,0.00135939,0.002055,0.00233763,0.0013068,0.00160573,0.00189537
