# Pathway	1136_F-BL_CP04543-B_L001_Abundance	1136_FV-W4_CP04543_L007_Abundance	1137__FV-W4_CP04543_L007_Abundance	1138_F-BL_CP04543-B_L001_Abundance	1138__FV-W4_CP04543_L007_Abundance	1139__FV-W4_CP04543_L007_Abundance	1140_F-BL_CP04543-B_L001_Abundance	1140__FV-W4_CP04543_L007_Abundance	1141__FV-W4_CP04543_L007_Abundance	1142_F-BL_CP04543-B_L001_Abundance	1142__FV-W4_CP04543_L007_Abundance	1143__FV-W4_CP04543_L007_Abundance	1144_F-BL_CP04543-B_L001_Abundance	1144__FV-W4_CP04543_L007_Abundance	1145__FV-W4_CP04543_L007_Abundance	1146_F-BL_CP04543-B_L001_Abundance	1146__FT-W4_CP04543_L007_Abundance	1147__FT-W4_CP04543_L007_Abundance	1148_F-BL_CP04543-B_L001_Abundance	1148_FT-W4_CP04543_L007_Abundance	1149_FT-W4_CP04543_L007_Abundance	1150_F-BL_CP04543-B_L001_Abundance	1150_FT-W4_CP04543_L007_Abundance	1151_FT-W4_CP04543_L007_Abundance	1152_F-BL_CP04543-B_L001_Abundance	1152_FT-W4_CP04543_L007_Abundance	1153_FT-W4_CP04543_L007_Abundance	1154_F-BL_CP04543-B_L001_Abundance	1154_FT-W4_CP04543_L007_Abundance	1155_FT-W4_CP04543_L007_Abundance	1156_M-BL_CP04543-B_L001_Abundance	1156_MSV-W4_CP04543_L007_Abundance	1157_MSV-W4_CP04543_L007_Abundance	1158_MSV-W4_CP04543_L007_Abundance	1159_MSV-W4_CP04543_L007_Abundance	1160_M-BL_CP04543-B_L001_Abundance	1160_MSV-W4_B_CP04543_L001_Abundance	1161_MSV-W4_CP04543_L007_Abundance	1162_MSV-W4_CP04543_L007_Abundance	1163_MSV-W4_CP04543_L007_Abundance	1164_M-BL_CP04543-B_L001_Abundance	1164_MSV-W4_CP04543_L007_Abundance	1165_MSV-W4_CP04543_L007_Abundance	1166_M_O_V-W4_CP04543_L007_Abundance	1167_M_O_V-W4_CP04543_L007_Abundance	1168_M-BL_CP04543-B_L001_Abundance	1168_M_O_V-W4_CP04543_L007_Abundance	1169_M_O_V-W4_CP04543_L007_Abundance	1170_M-BL_CP04543-B_L001_Abundance	1170_M_O_V-W4_CP04543_L007_Abundance	1171_M_O_V-W4_CP04543_L007_Abundance	1172_M_O_V-W4_CP04543_L007_Abundance	1173_M_O_V-W4_CP04543_L007_Abundance	1174_M-BL_CP04543-B_L001_Abundance	1174_M_O_V-W4_CP04543_L007_Abundance	1176_M_ORX_E-W4_CP04543_L007_Abundance	1177_M_ORX_E-W4_CP04543_L007_Abundance	1178_M-BL_CP04543-B_L001_Abundance	1178_M_ORX_E-W4_CP04543_L007_Abundance	1179_M_ORX_E-W4_CP04543_L007_Abundance	1180_M-BL_CP04543-B_L001_Abundance	1180_M_ORX_E-W4_CP04543_L007_Abundance	1181_M_ORX_E-W4_CP04543_L007_Abundance	1182_M-BL_CP04543-B_L001_Abundance	1182_M_ORX_E-W4_CP04543_L007_Abundance	1183_M_ORX_E-W4_CP04543_L007_Abundance	1184_M-BL_CP04543-B_L001_Abundance	1184_M_ORX_E-W4_CP04543_L007_Abundance	1185_M_ORX_E-W4_CP04543_L007_Abundance
ARGININE-SYN4-PWY: L-ornithine biosynthesis II	0	0.0006487	0	0	0	0	0.00058827	0	0	0	0	0	0.000301879	0	0	0	0	0	0	0	0	0	0	0	0.000632314	0.000869207	0	0	0	0	0.000202359	0.000526377	0	0.00117684	0	0.00130305	0	0	0	0	0.00131767	0	0	0.000904888	0.000565662	0.0014643	0	0.000726874	0.00055517	0	0.00078871	0	0.000820061	0.00124381	0	0.00051719	0.000733926	0.000918136	0.00269128	0	0.000427767	0.00104396	0.000451804	0.000665319	0.000708569	0.00244022	0.000767989	0	0.0020221
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_sp_CAG_754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.55175e-05	0	0	8.1204e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.68026e-05	0	0	0	0	0.00032553
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000343405	0	0	0	0.000234902	0	0	0.000401559	0	0	0	0	0.000231906	0.000273771	0	0	0	0	0	0	0.000189188	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017893	0	0	0	0	0.000167504	0	0	0.000127794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.31127e-05	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200942	0.000522443	0	0	0	0	0	0	0	0	0	0	0	0	0.000513816	0	0	0	0	0	0	0	0.00066154	0.000535284	0	0	0	0.000457688	0	0	0	0.000239184	0	0	0	0	0.00038785	0	0.000568957
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	0.0159621	0.0201791	0.0106858	0.0162703	0.0107812	0.0073469	0.00765039	0.00939134	0.00896382	0.00558326	0.0124565	0.00950075	0.00681006	0.00939765	0.0110617	0.0160684	0.0112238	0.00774376	0.0192362	0.00628622	0.0148593	0.0137071	0	0.00429459	0.0118949	0.00872609	0.00809167	0.00986393	0.0107542	0.00970499	0.0120708	0.0170203	0.0174178	0.00952307	0.0176919	0.0131326	0.0177964	0.0177653	0.0132915	0.0115688	0.00600966	0.0210727	0.0166982	0.0128519	0.0104626	0.00923569	0.0199457	0.0149749	0.011436	0.00984007	0.0120126	0.00998166	0.0103713	0.00491381	0.0136782	0.00965871	0.0123534	0.0047077	0.0101846	0.0126251	0.017256	0.0118045	0.0125291	0.00664825	0.0104635	0.0114295	0.00958145	0.0143266	0.00962887
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000336802	0.00084685	0	0	0.00111569	0.00361116	0	0.00236515	0.0016625	0	0.00247763	0.00137367	0	0.00112519	0.00283561	0	0.0026637	0.00117696
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Clostridium.s__Clostridium_sp_ASF502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00068745	0	0	0	0	0	0.000714488	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000458672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Faecalibaculum.s__Faecalibaculum_rodentium	0	0.000482736	0.00135376	0	0	0	0	0.00293416	0.00421392	0	0.00506963	0.0032998	0	0	0.00600726	0	0.00144046	0.00215349	0	0	0	0	0	0.000445268	0	0.00147431	0.000327277	0	0.000717845	0.00125904	0.00021756	0.0012594	0	0	0	0	0.000713043	0	0.00233387	0.000800002	0	0	0.0018264	0.0018774	0.00478616	0	0	0.00248005	0	0.00416006	0.00194383	0.00412822	0.00513098	0	0.00193753	0.00346325	0.00580625	0	0.0042853	0.00516509	0	0.00600109	0.00606328	0	0.0038371	0.0055505	0	0.00941749	0.00401454
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	0	0.000623441	0	0.000425196	0	0	0	0	0	0	0	0	0	0	0	0.000789374	0	0	0	0	0.000574379	0	0	0	0	0	0.000437935	0	0	0	0	0	0	0	0	0	0.000996823	0	0	0	0	0	0	0	0	0.000364699	0.00080794	0	0.000479588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000410648	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000396182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	0	0	0	0	0	0	0	0	0	0	0.000693929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1	0.000383517	0	0	0.000482991	0	0	0	0	0	0	0	0	0	0	0	0.000596976	0	0	0.000811497	0	0	0.000250054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_M18_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000140058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Turicimonas.s__Turicimonas_muris	0	0	0	0	0	0	0.000187361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	0.012895	0.0172567	0.00628994	0.0131584	0.0085054	0.00383038	0.00435808	0.002812	0.00110682	0.00323312	0.00319105	0.00294352	0.00475446	0.00700081	0.0020107	0.0123396	0.00637749	0	0.0163692	0.00210768	0.0108933	0.0102181	0	0.00168946	0.00830924	0.00261056	0.00314258	0.00671244	0.0068087	0.00446027	0.00794316	0.0143435	0.0159432	0.00583476	0.0163734	0.00822364	0.0133825	0.017029	0.00782967	0.00816035	0.00370951	0.0199357	0.0115354	0.0097207	0.00188704	0.00570294	0.0175413	0.0107347	0.0080787	0	0.00768974	0.00248217	0	0.00216649	0.00882856	0	0.00107762	0.00141705	0.000705921	0.00416626	0.0139499	0.000789209	0.00282467	0.00356803	0.00230079	0	0.00584648	0	0.00193313
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	0.0157799	0.0203437	0.0101928	0.0164328	0.0108846	0.00820373	0.00664098	0.00864678	0.009075	0.00359886	0.0123822	0.0099712	0.00542879	0.0105874	0.0114359	0.015644	0.0106353	0.00646929	0.0175606	0.006687	0.0148225	0.0123054	0.00625887	0.00463785	0.0112271	0.00765842	0.00710681	0.00896808	0.0100072	0.00901334	0.0112438	0.0165168	0.0171957	0.00743412	0.015739	0.012151	0.0175994	0.0188553	0.0134938	0.0126372	0.00630783	0.0219805	0.0172555	0.0117057	0.0100103	0.00816986	0.0204026	0.0144731	0.0110001	0.01015	0.0108409	0.00985117	0.0114329	0.00417902	0.012947	0.00877459	0.0124895	0.00312251	0.0110809	0.0128404	0.0173123	0.0122635	0.0117972	0.00584355	0.0104828	0.0117111	0.00955069	0.0147305	0.0097474
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136269	0	0	0	0.0013213	0	0	0	0	0	0	0	0	0	0	0	0.000914787	0	0	0	0	0	0	0	0	0	0	0	0.000539021	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	0	0	0	0	0	0	0	0	0	0	0	0.000237889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000282608	0	0	0	0	0	0	0.000373887	0.000826195	0	0	0.00114156	0.00383802	0	0.0024505	0.00184158	0	0.00253258	0.00116656	0	0.00115923	0.00289601	0	0.00271275	0.00121154
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Clostridium.s__Clostridium_sp_ASF502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000677519	0	0	0	0	0.000756287	0.00065368	0	0	0.000449561	0	0	0	0	0	0	0	0	0	0	0.000415973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000444703	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Faecalibaculum.s__Faecalibaculum_rodentium	0	0.000617634	0.00143245	0	0	0	0	0.00333228	0.00441232	0	0.00543597	0.003437	0	0.00132405	0.00634523	0	0.00155305	0.00230604	0	0	0	0	0	0.000522262	0	0.00171767	0.000412314	0	0.000748389	0.00135397	0.000231789	0.00117468	0	0.000751024	0	0	0.000813606	0	0.00245342	0.000911744	0	0	0.00211325	0.00184456	0.00510258	0	0	0.00265148	0	0.00466361	0.00214462	0.00441547	0.00560719	0	0.00208392	0.00358145	0.0059671	0	0.0047664	0.00528541	0	0.00641463	0.00597665	0	0.00399861	0.00596328	0	0.00996943	0.00426011
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	0	0.000710612	0	0.000467076	0	0	0	0	0	0	0	0	0	0	0	0.000860764	0.000770426	0	0	0	0.000680287	0	0	0	0	0	0.000572104	0	0	0	0	0	0	0	0	0	0.00101768	0	0.000464095	0	0	0	0.000477686	0	0	0.000374305	0.00106528	0	0.000564228	0	0	0	0	0.000328159	0	0.000325895	0	0.00059535	0	0	0	0	0	0	0	0	0.000448853	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	0	0.000571099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000378428	0	0	0	0	0	0	0.000493849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143504	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	0	0	0	0	0	0	0	0	0	0	0.000702245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1	0.000425314	0	0	0.000419489	0	0	0	0	0	0	0	0	0.000164819	0	0	0.000670351	0	0	0.000879725	0	0	0.000226466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_M18_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000168517	0	0	0	0	0.000498399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Mucispirillum.s__Mucispirillum_schaedleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000535962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00095431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Staphylococcus.s__Staphylococcus_nepalensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000156119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Staphylococcus.s__Staphylococcus_xylosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000225842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00069562	0	0	0.000338252	0	0	0	0.000467915	0	0	0.000315146
